Sensor0,Sensor1,Sensor2,Sensor3,Sensor4

494,635,489,494,490
492,626,490,495,494
492,585,490,8,492
491,607,491,495,491
492,635,489,493,493
494,627,492,492,491
493,591,490,494,491
493,493,491,493,492
493,414,491,1,495
491,492,635,489,493
493,494,627,492,492
491,493,591,490,494
491,493,493,491,493
492,493,414,491,493
493,494,380,490,492
490,492,371,492,494
493,492,378,491,493
493,494,393,491,494
490,492,436,492,493
492,493,494,491,493
491,493,561,491,492
491,493,627,492,494
492,494,632,490,493
491,493,623,490,493
493,493,554,491,494
492,493,451,491,493
493,493,401,490,492
491,494,373,492,495
491,495,372,490,493
490,494,381,492,493
490,493,404,491,492
491,493,460,491,493
491,492,522,491,492
492,493,598,492,493
491,493,636,491,493
492,492,631,492,494
491,492,602,491,495
492,493,507,491,493
491,493,421,492,493
493,493,385,490,492
491,493,370,490,492
492,494,375,491,493
492,494,386,489,492
493,494,430,491,493
491,492,487,491,494
493,494,552,490,491
492,492,623,492,494
491,492,634,492,492
491,494,623,491,492
493,492,569,491,493
491,493,462,491,494
491,493,405,491,493
492,494,371,490,492
492,493,372,490,494
493,493,380,490,492
490,491,404,491,494
492,494,452,490,493
491,493,514,491,493
490,491,589,492,493
490,492,631,491,493
492,492,633,490,492
492,494,613,492,495
492,495,519,491,493
492,493,430,490,493
492,492,390,491,495
494,492,373,491,495
492,494,374,490,494
490,492,384,490,493
494,493,422,491,492
491,493,479,491,493
490,493,542,490,492
492,495,618,492,494
490,493,635,491,494
491,494,625,490,494
492,492,580,491,494
491,492,475,491,494
492,492,409,491,493
492,494,374,493,494
490,492,371,490,494
492,494,377,490,492
491,495,395,489,492
492,493,445,489,493
491,493,506,491,492
492,492,578,490,492
491,493,629,491,494
492,492,633,492,493
490,492,618,493,494
491,493,532,492,493
492,493,437,491,493
493,493,392,491,493
492,492,372,491,492
492,494,374,491,493
492,492,383,490,494
494,492,414,491,492
491,493,469,491,493
491,492,532,490,493
493,493,610,493,493
491,494,634,491,493
491,494,625,490,492
492,492,589,492,494
492,493,486,491,494
492,492,412,490,493
492,493,379,490,494
493,492,370,491,495
491,491,377,489,492
493,495,393,493,493
490,492,437,490,493
491,493,498,491,492
491,493,565,490,492
491,494,625,490,493
492,493,632,490,492
490,494,620,490,494
494,492,544,491,493
492,493,447,491,493
492,492,397,492,494
491,492,372,493,493
491,493,374,491,494
491,493,380,490,495
492,491,410,490,492
492,494,463,491,492
492,493,523,491,493
493,492,602,491,492
491,495,636,492,494
491,493,628,490,494
490,492,595,493,492
491,493,500,492,493
492,492,416,492,493
492,492,384,492,492
491,494,370,493,493
491,493,377,490,494
493,492,390,490,494
492,491,432,491,494
492,492,489,491,494
492,493,557,489,492
489,491,622,491,494
492,492,635,490,492
492,494,622,490,492
492,495,559,491,493
492,494,457,491,493
491,492,403,491,494
493,493,369,491,492
492,492,374,492,493
490,492,381,492,493
490,491,403,492,492
493,493,457,490,493
491,493,515,491,494
491,492,594,489,492
493,493,634,491,494
492,492,631,491,494
492,491,604,490,492
492,492,515,492,494
492,493,423,490,493
492,493,387,491,493
490,492,372,492,492
491,493,375,490,493
492,494,385,492,494
490,492,426,490,492
492,492,483,491,492
492,493,550,490,493
491,491,620,491,494
491,492,635,492,493
493,493,626,490,492
491,492,572,491,494
492,493,468,491,492
491,493,406,491,493
492,494,371,490,492
492,493,371,491,492
491,492,381,491,494
491,493,396,490,494
492,493,451,491,494
492,493,511,492,493
490,493,582,492,494
493,493,633,491,492
492,494,632,492,494
490,493,614,489,493
494,494,528,491,493
492,493,432,491,493
493,492,393,491,495
492,494,370,490,494
490,492,374,490,494
493,493,384,492,491
490,493,418,491,492
491,492,474,491,493
492,493,540,491,493
490,494,613,490,492
490,492,635,491,494
493,492,629,491,494
492,491,585,492,495
491,492,482,492,493
492,494,410,491,493
490,493,376,490,494
493,493,369,489,492
492,495,378,490,493
492,493,394,489,493
493,493,442,491,493
492,493,503,491,493
491,494,572,492,495
492,493,630,492,493
491,494,633,492,492
490,493,619,492,492
492,494,542,491,494
493,493,441,492,493
492,492,396,492,493
494,495,370,490,493
493,492,375,491,494
492,491,383,491,492
491,495,409,491,493
491,492,466,491,493
492,492,529,491,492
490,492,607,492,492
